n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_lambda,reg_alpha,min_child_weight,random_state
434,3,0.011612496526152835,0.6772001067528216,0.6367519068629329,67.88296743291235,0.0019859558935188173,6,42
